variable_id,class_id,semantic_folder,standardized_english_name,standard_unit,primary_retained_value_column,approved_value_range_note,q4_lane,q4_batch_construct_status,owner_approval_status,runtime_status_after_this_batch,candidate_hit_count,candidate_hit_tables,candidate_numericitems_hit_count,candidate_preferred_table_hit_count,top_candidate_itemids,top_candidate_labels,source_boundary_caveat,next_action,audit_rationale,queue_reason,public_card_path,source_item_hits_file
std_fio2_bg_input,class1_event_level_numeric,laboratory,blood-gas aligned FiO2 event,percent,,"[20, 100] percent",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,7,numericitems:7,7,7,6699;13076;16629;20656;16246;14471;20134,numericitems:6699:FiO2 % | numericitems:13076:A_FiO2 | numericitems:16629:MCA_FiO2 | numericitems:20656:ECMO - FiO2 | numericitems:16246:Zephyros FiO2,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_fio2_bg_input.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_globulin,class1_event_level_numeric,laboratory,Globulin event,g/dL,std_globulin_g_per_dl_cleaned,"[0.5, 10.0] g/dL",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,10,drugitems:4;numericitems:6,6,6,10417;10163;14322;10202;10164;10365;9602;8375;8375;18779,numericitems:10417:Corticosteroid Binding Globulin (Cbg) (bloed) | numericitems:10163:B2-Microglobuline (bloed) | numericitems:14322:A1-Microglobuline (urine) | numericitems:10202:Thyreoglobuline (bloed) | numericitems:10164:B2-Microglobuline (urine),"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_globulin.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_glucose_ascites,class1_event_level_numeric,laboratory,Ascites glucose event,mg/dL,std_glucose_ascites_mg_per_dl_cleaned,"[0.0, 1000.0] mg/dL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,37,drugitems:8;numericitems:28;procedureorderitems:1,28,28,18366;9947;16809;16818;16808;16820;16819;16821;16822;16823,numericitems:18366:Glucose ascitesvocht (ascitesvocht) | numericitems:9947:Glucose (bloed) | numericitems:16809:GRIP - GRIPactivated | numericitems:16818:GRIP - AVGInsuline4Hours | numericitems:16808:GRIP - GlucLastValue,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_glucose_ascites.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_glucose_bg,class1_event_level_numeric,laboratory,Blood-gas glucose event,mg/dL,std_glucose_bg_mg_per_dl_cleaned,"[1.0, 1000.0] mg/dL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,37,drugitems:8;numericitems:28;procedureorderitems:1,28,28,9947;9557;6833;16809;16818;16808;16820;16819;16821;16822,numericitems:9947:Glucose (bloed) | numericitems:9557:Glucose Astrup | numericitems:6833:Glucose Bloed | numericitems:16809:GRIP - GRIPactivated | numericitems:16818:GRIP - AVGInsuline4Hours,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_glucose_bg.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_glucose_csf,class1_event_level_numeric,laboratory,CSF glucose event,mg/dL,std_glucose_csf_mg_per_dl_cleaned,"[0.0, 600.0] mg/dL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,37,drugitems:8;numericitems:28;procedureorderitems:1,28,28,9949;7796;9947;16809;16818;16808;16820;16819;16821;16822,numericitems:9949:Glucose (liquor) | numericitems:7796:Glucose in Liquor | numericitems:9947:Glucose (bloed) | numericitems:16809:GRIP - GRIPactivated | numericitems:16818:GRIP - AVGInsuline4Hours,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_glucose_csf.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_glucose_joint_fluid,class1_event_level_numeric,laboratory,Joint fluid glucose event,mg/dL,std_glucose_joint_fluid_mg_per_dl_cleaned,"[0.0, 1000.0] mg/dL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,37,drugitems:8;numericitems:28;procedureorderitems:1,28,28,9947;16809;16818;16808;16820;16819;16821;16822;16823;16824,numericitems:9947:Glucose (bloed) | numericitems:16809:GRIP - GRIPactivated | numericitems:16818:GRIP - AVGInsuline4Hours | numericitems:16808:GRIP - GlucLastValue | numericitems:16820:GRIP - OldIntake,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_glucose_joint_fluid.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_glucose_other_body_fluid,class1_event_level_numeric,laboratory,Other body fluid glucose event,mg/dL,std_glucose_other_body_fluid_mg_per_dl_cleaned,"[0.0, 2000.0] mg/dL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,37,drugitems:8;numericitems:28;procedureorderitems:1,28,28,9948;18368;18366;18859;9947;16809;16818;16808;16820;16819,numericitems:9948:Glucose (overig) | numericitems:18368:Glucose pleuravocht (pleurapunct.) | numericitems:18366:Glucose ascitesvocht (ascitesvocht) | numericitems:18859:Glucose drainvocht (drain) | numericitems:9947:Glucose (bloed),"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_glucose_other_body_fluid.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_glucose_pleural,class1_event_level_numeric,laboratory,Pleural glucose event,mg/dL,std_glucose_pleural_mg_per_dl_cleaned,"[0.0, 1000.0] mg/dL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,37,drugitems:8;numericitems:28;procedureorderitems:1,28,28,18368;9947;16809;16818;16808;16820;16819;16821;16822;16823,numericitems:18368:Glucose pleuravocht (pleurapunct.) | numericitems:9947:Glucose (bloed) | numericitems:16809:GRIP - GRIPactivated | numericitems:16818:GRIP - AVGInsuline4Hours | numericitems:16808:GRIP - GlucLastValue,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_glucose_pleural.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_granulocyte_abs,class1_event_level_numeric,laboratory,Granulocyte absolute count event,10^3/uL,std_granulocyte_abs_10e3_per_ul_cleaned,"[0.0, 250.0] 10^3/uL",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_manual_review_needed,not_owner_approved,not_runtime_constructed,1,freetextitems:1,0,0,11356,freetextitems:11356:STR % Donor Granulocyten (bloed),"Candidate dictionary evidence was built, but this queue remains bounded pending manual source review.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_granulocyte_abs.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hba1c,class1_event_level_numeric,laboratory,Hemoglobin A1c event,%,std_hba1c_percent_cleaned,"[2.0, 20.0] %",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,2,numericitems:2,2,2,11812;16166,numericitems:11812:HbA1c (bloed) | numericitems:16166:HbA1c  (bloed),"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hba1c.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hdl_cholesterol,class1_event_level_numeric,laboratory,HDL cholesterol event,mg/dL,std_hdl_cholesterol_mg_per_dl_cleaned,"[0.1, 250.0] mg/dL",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,2,numericitems:2,2,2,9954;6820,numericitems:9954:Cholesterol (bloed) | numericitems:6820:Cholesterol,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hdl_cholesterol.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_height_event,class1_event_level_numeric,anthropometrics,height measurement event,cm,std_height_cm_normalized,"[120, 250] cm",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,9,drugitems:3;numericitems:6,6,6,16443;16332;16379;16385;19708;13491;20647;20674;20673,numericitems:16443:Veneuze lijn KlinischEventID | numericitems:16332:Intubatie KlinischEventID | numericitems:16379:Tracheotomie KlinischEventID | numericitems:16385:Thoraxdrain KlinischEventID | numericitems:19708:Echografie ICARUS KlinischEventID,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_height_event.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hematocrit_ascites,class1_event_level_numeric,laboratory,Ascites hematocrit event,%,std_hematocrit_ascites_pct_cleaned,"[0.0, 80.0] %",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,3,numericitems:3,3,3,11545;11423;6777,numericitems:11545:Ht(v.Bgs) (bloed) | numericitems:11423:Ht (bloed) | numericitems:6777:Hematocriet,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hematocrit_ascites.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hematocrit_bg,class1_event_level_numeric,laboratory,Blood-gas hematocrit event,%,std_hematocrit_bg_pct_cleaned,"[2.0, 80.0] %",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,3,numericitems:3,3,3,11545;11423;6777,numericitems:11545:Ht(v.Bgs) (bloed) | numericitems:11423:Ht (bloed) | numericitems:6777:Hematocriet,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hematocrit_bg.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hematocrit_csf,class1_event_level_numeric,laboratory,CSF hematocrit event,%,std_hematocrit_csf_pct_cleaned,"[0.0, 80.0] %",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,3,numericitems:3,3,3,11545;11423;6777,numericitems:11545:Ht(v.Bgs) (bloed) | numericitems:11423:Ht (bloed) | numericitems:6777:Hematocriet,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hematocrit_csf.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hematocrit_joint_fluid,class1_event_level_numeric,laboratory,Joint fluid hematocrit event,%,std_hematocrit_joint_fluid_pct_cleaned,"[0.0, 80.0] %",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,3,numericitems:3,3,3,11545;11423;6777,numericitems:11545:Ht(v.Bgs) (bloed) | numericitems:11423:Ht (bloed) | numericitems:6777:Hematocriet,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hematocrit_joint_fluid.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hematocrit_other_body_fluid,class1_event_level_numeric,laboratory,Other body fluid hematocrit event,%,std_hematocrit_other_body_fluid_pct_cleaned,"[0.0, 80.0] %",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,3,numericitems:3,3,3,11545;11423;6777,numericitems:11545:Ht(v.Bgs) (bloed) | numericitems:11423:Ht (bloed) | numericitems:6777:Hematocriet,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hematocrit_other_body_fluid.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hematocrit_pleural,class1_event_level_numeric,laboratory,Pleural hematocrit event,%,std_hematocrit_pleural_pct_cleaned,"[0.0, 80.0] %",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_modifier_gap,not_owner_approved,not_runtime_constructed,3,numericitems:3,3,3,11545;11423;6777,numericitems:11545:Ht(v.Bgs) (bloed) | numericitems:11423:Ht (bloed) | numericitems:6777:Hematocriet,"Numericitems candidates exist, but the modifier or specimen boundary is not proven by the current alias scan.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Dictionary evidence exists, but specimen/body-fluid identity needs item-level source review before approval.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hematocrit_pleural.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hemoglobin_a2_pct,class1_event_level_numeric,laboratory,Hemoglobin A2 percentage event,percent,std_hemoglobin_a2_pct_percent_cleaned,"[0.0, 100.0] percent",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,4,numericitems:4,4,4,10286;9960;9553;6778,numericitems:10286:Hb(v.Bgs) (bloed) | numericitems:9960:Hb (bloed) | numericitems:9553:CtHB Astrup | numericitems:6778:Hemoglobine,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hemoglobin_a2_pct.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hemoglobin_bg,class1_event_level_numeric,laboratory,Blood-gas hemoglobin event,g/dL,std_hemoglobin_bg_g_per_dl_cleaned,"[1.0, 25.0] g/dL",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,4,numericitems:4,4,4,10286;9960;9553;6778,numericitems:10286:Hb(v.Bgs) (bloed) | numericitems:9960:Hb (bloed) | numericitems:9553:CtHB Astrup | numericitems:6778:Hemoglobine,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hemoglobin_bg.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hemoglobin_c_pct,class1_event_level_numeric,laboratory,Hemoglobin C percentage event,percent,std_hemoglobin_c_pct_percent_cleaned,"[0.0, 100.0] percent",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,4,numericitems:4,4,4,10286;9960;9553;6778,numericitems:10286:Hb(v.Bgs) (bloed) | numericitems:9960:Hb (bloed) | numericitems:9553:CtHB Astrup | numericitems:6778:Hemoglobine,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hemoglobin_c_pct.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_hemoglobin_f_pct,class1_event_level_numeric,laboratory,Hemoglobin F percentage event,percent,std_hemoglobin_f_pct_percent_cleaned,"[0.0, 100.0] percent",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,4,numericitems:4,4,4,10286;9960;9553;6778,numericitems:10286:Hb(v.Bgs) (bloed) | numericitems:9960:Hb (bloed) | numericitems:9553:CtHB Astrup | numericitems:6778:Hemoglobine,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_hemoglobin_f_pct.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_heparin_assay,class1_event_level_numeric,laboratory,Heparin assay event,IU/mL,std_heparin_assay_cleaned,"[0.0, 2.0] IU/mL",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,7,drugitems:5;freetextitems:1;numericitems:1,1,1,18413;7930;7930;9079;8943;7930;17441,numericitems:18413:Interferon gamma release assay NUM (TBC) (bloed) | drugitems:7930:Heparine | drugitems:7930:Heparine | drugitems:9079:Heparinoïden (Hirudoid) | drugitems:8943:Drukzak Heparine,"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_heparin_assay.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_immature_granulocyte_pct,class1_event_level_numeric,laboratory,Immature granulocyte percentage event,percent,std_immature_granulocyte_pct_percent_cleaned,"[0.0, 100.0] percent",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_manual_review_needed,not_owner_approved,not_runtime_constructed,1,freetextitems:1,0,0,11356,freetextitems:11356:STR % Donor Granulocyten (bloed),"Candidate dictionary evidence was built, but this queue remains bounded pending manual source review.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_immature_granulocyte_pct.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_indirect_bilirubin,class1_event_level_numeric,laboratory,Indirect bilirubin event,mg/dL,std_indirect_bilirubin_mg_per_dl_cleaned,"[0.1, 20.0] mg/dL",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,7,freetextitems:1;numericitems:6,6,6,9945;6813;6812;18851;9946;17993;10896,numericitems:9945:Bilirubine (bloed) | numericitems:6813:Bili Totaal | numericitems:6812:Bilirubine geconjugeerd | numericitems:18851:Bilirubine drainvocht (drain) | numericitems:9946:BILIRUBINE (overig),"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_indirect_bilirubin.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_ionized_calcium_bg,class1_event_level_numeric,laboratory,Blood-gas ionized calcium event,mmol/L,std_ionized_calcium_bg_mmol_per_l_cleaned,"[0.2, 3.0] mmol/L",Q4A_class1_specimen_or_body_fluid_numeric_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,21,drugitems:12;numericitems:8;procedureorderitems:1,8,8,9933;6817;10275;9934;10276;12217;18852;12216;7412;9019,numericitems:9933:Calcium totaal (bloed) | numericitems:6817:Calcium | numericitems:10275:Calcium totaal (urine) | numericitems:9934:CALCIUM (overig) | numericitems:10276:CALCIUM (verz. urine),"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Blood-gas source evidence exists, but the all-specimen/arterial/source-family rule must be locked.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_ionized_calcium_bg.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_iron,class1_event_level_numeric,laboratory,Iron event,ug/dL,std_iron_ug_per_dl_cleaned,"[1.0, 1000.0] ug/dL",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_manual_review_needed,not_owner_approved,not_runtime_constructed,2,drugitems:2,0,0,7011;13484,drugitems:7011:Spironolacton (Aldactone) | drugitems:13484:Metyrapon (Metopiron),"Candidate dictionary evidence was built, but this queue remains bounded pending manual source review.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_iron.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
std_ldl_cholesterol_calc,class1_event_level_numeric,laboratory,Calculated LDL cholesterol event,mg/dL,std_ldl_cholesterol_calc_mg_per_dl_cleaned,"[1.0, 400.0] mg/dL",Q4C_class1_long_tail_numeric_dictionary_candidate,source_candidate_package_built_not_runtime_item_lock_needed,not_owner_approved,not_runtime_constructed,29,drugitems:14;numericitems:14;procedureorderitems:1,14,14,9933;6817;9954;15775;10275;9934;10276;12217;18852;6820,numericitems:9933:Calcium totaal (bloed) | numericitems:6817:Calcium | numericitems:9954:Cholesterol (bloed) | numericitems:15775:Procalcitonine (bloed) | numericitems:10275:Calcium totaal (urine),"Numericitems source candidates were built; itemids, source units, conversion rules, and specimen boundaries still need variable-level review before runtime construction.","lock retained itemids, source units, conversion factor, duplicate rule, cleaned range, then generate per-variable runtime candidate","Amsterdam dictionary has candidate numeric items, but this long-tail variable needs item-level review.",Source evidence exists but needs bounded source review before approval.,docs/std_variable_cards/std_ldl_cholesterol_calc.md,docs/standard_system_mvp/amsterdam_coverage_audit/amsterdam_q4_bounded_candidate_source_item_hits.csv
